Image Address,Target Index,Target Right Ascension,Target Declination,Survey,Band,Number of Central Blobs,Main Blob Center,Main Blob Radius,Main Blob Displacement,Percent Outside Diffraction,Threshold Value,Percent of Image White,Validation,Error
FITS/RandSample-2000/index-314/2MASS--H,314,65.36403,-9.608325,2MASS,H,1,"(29, 29)",4,2.8284271247461903,0.0,0.310546875,0.009137328675087342,,NULL
FITS/RandSample-2000/index-315/WISE+(AllWISE)--w3,315,226.25108,-60.750595,WISE,w3,0,NULL,NULL,NULL,NULL,0.615234375,0.6601239669421488,0,Image lacks central blob
FITS/RandSample-2000/index-315/WISE+(AllWISE)--w2,315,226.25108,-60.750595,WISE,w2,1,"(21, 21)",7,1.4142135623730951,0.0038910505836575876,0.373046875,0.2722107438016529,,NULL
FITS/RandSample-2000/index-315/2MASS--K,315,226.25108,-60.750595,2MASS,K,1,"(30, 29)",4,2.23606797749979,0.0,0.228515625,0.05267401236226821,,NULL
FITS/RandSample-2000/index-315/WISE+(AllWISE)--w4,315,226.25108,-60.750595,WISE,w4,0,NULL,NULL,NULL,NULL,0.728515625,0.6089876033057852,0,Image lacks central blob
FITS/RandSample-2000/index-315/DSS--DSS2+Red,315,226.25108,-60.750595,DSS,DSS2+Red,1,"(28, 30)",7,2.0,0.0,0.404296875,0.07259887005649718,,NULL
FITS/RandSample-2000/index-315/DSS--DSS2+IR,315,226.25108,-60.750595,DSS,DSS2+IR,1,"(28, 30)",7,2.0,0.0,0.376953125,0.10451977401129943,,NULL
FITS/RandSample-2000/index-315/WISE+(AllWISE)--w1,315,226.25108,-60.750595,WISE,w1,1,"(21, 21)",7,1.4142135623730951,0.0,0.349609375,0.2453512396694215,,NULL
FITS/RandSample-2000/index-315/2MASS--J,315,226.25108,-60.750595,2MASS,J,1,"(30, 29)",4,2.23606797749979,0.0,0.236328125,0.02553077129803816,,NULL
FITS/RandSample-2000/index-315/2MASS--H,315,226.25108,-60.750595,2MASS,H,1,"(29, 29)",4,2.8284271247461903,0.0,0.216796875,0.040311744154797095,,NULL
FITS/RandSample-2000/index-316/WISE+(AllWISE)--w3,316,146.132753,48.491972,WISE,w3,0,NULL,NULL,NULL,NULL,0.478515625,0.19292929292929292,0,Image lacks central blob
FITS/RandSample-2000/index-316/WISE+(AllWISE)--w2,316,146.132753,48.491972,WISE,w2,1,"(22, 22)",8,1.4142135623730951,0.0,0.345703125,0.1297979797979798,,NULL
FITS/RandSample-2000/index-316/DSS--DSS1+Blue,316,146.132753,48.491972,DSS,DSS1+Blue,1,"(29, 30)",5,1.0,0.0,0.388671875,0.08559322033898305,,NULL
FITS/RandSample-2000/index-316/DSS--DSS1+Red,316,146.132753,48.491972,DSS,DSS1+Red,1,"(16, 16)",5,2.8284271247461903,0.0,0.451171875,0.1110204081632653,,NULL
FITS/RandSample-2000/index-316/DSS--DSS2+Blue,316,146.132753,48.491972,DSS,DSS2+Blue,1,"(29, 30)",7,1.0,0.0,0.384765625,0.08135593220338982,,NULL
FITS/RandSample-2000/index-316/2MASS--K,316,146.132753,48.491972,2MASS,K,1,"(29, 29)",4,2.8284271247461903,0.0,0.318359375,0.011287288363343187,,NULL
FITS/RandSample-2000/index-316/WISE+(AllWISE)--w4,316,146.132753,48.491972,WISE,w4,0,NULL,NULL,NULL,NULL,0.681640625,0.5424242424242425,0,Image lacks central blob
FITS/RandSample-2000/index-316/DSS--DSS2+Red,316,146.132753,48.491972,DSS,DSS2+Red,1,"(29, 30)",7,1.0,0.0,0.388671875,0.08983050847457627,,NULL
FITS/RandSample-2000/index-316/DSS--DSS2+IR,316,146.132753,48.491972,DSS,DSS2+IR,1,"(30, 30)",7,0.0,0.0,0.380859375,0.0711864406779661,,NULL
FITS/RandSample-2000/index-316/WISE+(AllWISE)--w1,316,146.132753,48.491972,WISE,w1,1,"(22, 22)",7,1.4142135623730951,0.0,0.330078125,0.1404040404040404,,NULL
FITS/RandSample-2000/index-316/2MASS--J,316,146.132753,48.491972,2MASS,J,1,"(29, 29)",4,2.8284271247461903,0.0,0.314453125,0.013437248051599033,,NULL
FITS/RandSample-2000/index-316/2MASS--H,316,146.132753,48.491972,2MASS,H,1,"(29, 29)",4,2.8284271247461903,0.0,0.333984375,0.011287288363343187,,NULL
FITS/RandSample-2000/index-317/WISE+(AllWISE)--w3,317,339.670463,50.157576,WISE,w3,0,NULL,NULL,NULL,NULL,0.591796875,0.21515151515151515,0,Image lacks central blob
FITS/RandSample-2000/index-317/WISE+(AllWISE)--w2,317,339.670463,50.157576,WISE,w2,1,"(22, 21)",7,1.0,0.0,0.361328125,0.2191919191919192,,NULL
FITS/RandSample-2000/index-317/DSS--DSS1+Blue,317,339.670463,50.157576,DSS,DSS1+Blue,1,"(29, 30)",7,1.0,0.0,0.482421875,0.20508474576271185,,NULL
FITS/RandSample-2000/index-317/DSS--DSS1+Red,317,339.670463,50.157576,DSS,DSS1+Red,1,"(15, 16)",4,3.605551275463989,0.0,0.466796875,0.17224489795918368,,NULL
FITS/RandSample-2000/index-317/DSS--DSS2+Blue,317,339.670463,50.157576,DSS,DSS2+Blue,1,"(29, 29)",7,1.4142135623730951,0.0,0.455078125,0.2114334961218041,,NULL
FITS/RandSample-2000/index-317/2MASS--K,317,339.670463,50.157576,2MASS,K,1,"(29, 29)",4,2.8284271247461903,0.0,0.306640625,0.034668099973125505,,NULL
FITS/RandSample-2000/index-317/WISE+(AllWISE)--w4,317,339.670463,50.157576,WISE,w4,0,NULL,NULL,NULL,NULL,0.708984375,0.6550505050505051,0,Image lacks central blob
FITS/RandSample-2000/index-317/DSS--DSS2+Red,317,339.670463,50.157576,DSS,DSS2+Red,1,"(29, 30)",7,1.0,0.0,0.416015625,0.1228813559322034,,NULL
FITS/RandSample-2000/index-317/DSS--DSS2+IR,317,339.670463,50.157576,DSS,DSS2+IR,1,"(29, 30)",5,1.0,0.0,0.388671875,0.06694915254237288,,NULL
FITS/RandSample-2000/index-317/WISE+(AllWISE)--w1,317,339.670463,50.157576,WISE,w1,1,"(22, 21)",5,1.0,0.0,0.353515625,0.18585858585858586,,NULL
FITS/RandSample-2000/index-317/2MASS--J,317,339.670463,50.157576,2MASS,J,1,"(29, 29)",4,2.8284271247461903,0.0,0.283203125,0.039505509271701156,,NULL
FITS/RandSample-2000/index-317/2MASS--H,317,339.670463,50.157576,2MASS,H,1,"(29, 29)",4,2.8284271247461903,0.0,0.306640625,0.03735554958344531,,NULL
FITS/RandSample-2000/index-318/WISE+(AllWISE)--w3,318,171.54984,-33.373684,WISE,w3,0,NULL,NULL,NULL,NULL,0.677734375,0.4176767676767677,0,Image lacks central blob
FITS/RandSample-2000/index-318/WISE+(AllWISE)--w2,318,171.54984,-33.373684,WISE,w2,1,"(23, 22)",8,1.0,0.013157894736842105,0.376953125,0.12121212121212122,,NULL
FITS/RandSample-2000/index-318/DSS--DSS1+Blue,318,171.54984,-33.373684,DSS,DSS1+Blue,1,"(30, 31)",7,1.0,0.0,0.505859375,0.046610169491525424,,NULL
FITS/RandSample-2000/index-318/DSS--DSS1+Red,318,171.54984,-33.373684,DSS,DSS1+Red,1,"(31, 32)",5,2.23606797749979,0.0,0.447265625,0.038135593220338986,,NULL
FITS/RandSample-2000/index-318/DSS--DSS2+Blue,318,171.54984,-33.373684,DSS,DSS2+Blue,1,"(17, 17)",4,1.4142135623730951,0.0,0.439453125,0.05142857142857143,,NULL
FITS/RandSample-2000/index-318/2MASS--K,318,171.54984,-33.373684,2MASS,K,1,"(32, 32)",4,1.4142135623730951,0.0,0.474609375,0.013168503090567052,,NULL
FITS/RandSample-2000/index-318/WISE+(AllWISE)--w4,318,171.54984,-33.373684,WISE,w4,0,NULL,NULL,NULL,NULL,0.791015625,0.6297979797979798,0,Image lacks central blob
FITS/RandSample-2000/index-318/DSS--DSS2+Red,318,171.54984,-33.373684,DSS,DSS2+Red,1,"(31, 32)",5,2.23606797749979,0.0,0.388671875,0.03728813559322034,,NULL
FITS/RandSample-2000/index-318/DSS--DSS2+IR,318,171.54984,-33.373684,DSS,DSS2+IR,1,"(30, 32)",4,2.0,0.0,0.361328125,0.019491525423728815,,NULL
FITS/RandSample-2000/index-318/WISE+(AllWISE)--w1,318,171.54984,-33.373684,WISE,w1,1,"(23, 22)",7,1.0,0.009569377990430622,0.349609375,0.1101010101010101,,NULL
FITS/RandSample-2000/index-318/2MASS--J,318,171.54984,-33.373684,2MASS,J,1,"(32, 32)",4,1.4142135623730951,0.0,0.373046875,0.015318462778822897,,NULL
FITS/RandSample-2000/index-318/2MASS--H,318,171.54984,-33.373684,2MASS,H,1,"(32, 32)",4,1.4142135623730951,0.0,0.404296875,0.013168503090567052,,NULL
FITS/RandSample-2000/index-319/WISE+(AllWISE)--w3,319,287.844353,-11.734365,WISE,w3,1,"(22, 22)",11,1.4142135623730951,0.30071599045346065,0.392578125,0.21161616161616162,,NULL
FITS/RandSample-2000/index-319/WISE+(AllWISE)--w2,319,287.844353,-11.734365,WISE,w2,1,"(22, 22)",8,1.4142135623730951,0.0,0.345703125,0.13131313131313133,,NULL
FITS/RandSample-2000/index-319/DSS--DSS1+Blue,319,287.844353,-11.734365,DSS,DSS1+Blue,1,"(29, 31)",5,1.4142135623730951,0.0,0.400390625,0.07655367231638419,,NULL
FITS/RandSample-2000/index-319/DSS--DSS1+Red,319,287.844353,-11.734365,DSS,DSS1+Red,1,"(17, 17)",4,1.4142135623730951,0.0,0.423828125,0.1110204081632653,,NULL
FITS/RandSample-2000/index-319/2MASS--K,319,287.844353,-11.734365,2MASS,K,1,"(29, 30)",4,2.23606797749979,0.0,0.361328125,0.01639344262295082,,NULL
FITS/RandSample-2000/index-319/WISE+(AllWISE)--w4,319,287.844353,-11.734365,WISE,w4,0,NULL,NULL,NULL,NULL,0.587890625,0.3838383838383838,0,Image lacks central blob
FITS/RandSample-2000/index-319/DSS--DSS2+Red,319,287.844353,-11.734365,DSS,DSS2+Red,1,"(28, 30)",5,2.0,0.0,0.353515625,0.05112994350282486,,NULL
FITS/RandSample-2000/index-319/DSS--DSS2+IR,319,287.844353,-11.734365,DSS,DSS2+IR,1,"(26, 30)",7,4.0,0.0,0.412109375,0.07824858757062148,,NULL
FITS/RandSample-2000/index-319/WISE+(AllWISE)--w1,319,287.844353,-11.734365,WISE,w1,1,"(21, 22)",11,2.23606797749979,0.30071599045346065,0.369140625,0.2202020202020202,,NULL
FITS/RandSample-2000/index-319/2MASS--J,319,287.844353,-11.734365,2MASS,J,1,"(29, 30)",4,2.23606797749979,0.0,0.361328125,0.01585595270088686,,NULL
FITS/RandSample-2000/index-319/2MASS--H,319,287.844353,-11.734365,2MASS,H,1,"(29, 30)",4,2.23606797749979,0.0,0.298828125,0.01961838215533459,,NULL
FITS/RandSample-2000/index-320/WISE+(AllWISE)--w3,320,47.846045,67.008559,WISE,w3,0,NULL,NULL,NULL,NULL,0.486328125,0.5032098765432099,0,Image lacks central blob
FITS/RandSample-2000/index-320/WISE+(AllWISE)--w2,320,47.846045,67.008559,WISE,w2,1,"(22, 22)",8,1.4142135623730951,0.0,0.361328125,0.1091358024691358,,NULL
FITS/RandSample-2000/index-320/DSS--DSS1+Blue,320,47.846045,67.008559,DSS,DSS1+Blue,1,"(29, 30)",5,1.0,0.0,0.423828125,0.03361581920903955,,NULL
FITS/RandSample-2000/index-320/DSS--DSS1+Red,320,47.846045,67.008559,DSS,DSS1+Red,1,"(17, 17)",4,1.4142135623730951,0.0,0.427734375,0.04897959183673469,,NULL
FITS/RandSample-2000/index-320/DSS--DSS2+Blue,320,47.846045,67.008559,DSS,DSS2+Blue,1,"(29, 30)",4,1.0,0.0,0.369140625,0.02288135593220339,,NULL
FITS/RandSample-2000/index-320/2MASS--K,320,47.846045,67.008559,2MASS,K,1,"(30, 29)",4,2.23606797749979,0.0,0.330078125,0.011556033324375168,,NULL
FITS/RandSample-2000/index-320/WISE+(AllWISE)--w4,320,47.846045,67.008559,WISE,w4,0,NULL,NULL,NULL,NULL,0.654296875,0.7234567901234568,0,Image lacks central blob
FITS/RandSample-2000/index-320/DSS--DSS2+Red,320,47.846045,67.008559,DSS,DSS2+Red,1,"(29, 30)",5,1.0,0.0,0.392578125,0.03389830508474576,,NULL
FITS/RandSample-2000/index-320/DSS--DSS2+IR,320,47.846045,67.008559,DSS,DSS2+IR,1,"(29, 30)",4,1.0,0.0,0.388671875,0.02401129943502825,,NULL
FITS/RandSample-2000/index-320/WISE+(AllWISE)--w1,320,47.846045,67.008559,WISE,w1,1,"(22, 22)",7,1.4142135623730951,0.0,0.337890625,0.09728395061728395,,NULL
FITS/RandSample-2000/index-320/2MASS--J,320,47.846045,67.008559,2MASS,J,1,"(30, 29)",4,2.23606797749979,0.0,0.302734375,0.01236226820747111,,NULL
FITS/RandSample-2000/index-320/2MASS--H,320,47.846045,67.008559,2MASS,H,1,"(30, 29)",4,2.23606797749979,0.0,0.333984375,0.010749798441279226,,NULL
FITS/RandSample-2000/index-321/WISE+(AllWISE)--w3,321,248.198102,-28.029893,WISE,w3,0,NULL,NULL,NULL,NULL,0.638671875,0.5841975308641976,0,Image lacks central blob
FITS/RandSample-2000/index-321/WISE+(AllWISE)--w2,321,248.198102,-28.029893,WISE,w2,1,"(22, 22)",8,1.4142135623730951,0.026515151515151516,0.388671875,0.17876543209876544,,NULL
FITS/RandSample-2000/index-321/DSS--DSS1+Blue,321,248.198102,-28.029893,DSS,DSS1+Blue,2,"(29, 30)",5,1.0,0.0,0.400390625,0.047175141242937854,,NULL
FITS/RandSample-2000/index-321/DSS--DSS1+Red,321,248.198102,-28.029893,DSS,DSS1+Red,2,"(29, 30)",5,1.0,0.0,0.439453125,0.06299435028248587,,NULL
FITS/RandSample-2000/index-321/DSS--DSS2+Blue,321,248.198102,-28.029893,DSS,DSS2+Blue,1,"(18, 17)",4,1.0,0.0,0.373046875,0.07102040816326531,,NULL
FITS/RandSample-2000/index-321/2MASS--K,321,248.198102,-28.029893,2MASS,K,1,"(29, 29)",4,2.8284271247461903,0.0,0.341796875,0.023649556570814297,,NULL
FITS/RandSample-2000/index-321/WISE+(AllWISE)--w4,321,248.198102,-28.029893,WISE,w4,0,NULL,NULL,NULL,NULL,0.748046875,0.788641975308642,0,Image lacks central blob
FITS/RandSample-2000/index-321/DSS--DSS2+Red,321,248.198102,-28.029893,DSS,DSS2+Red,2,"(29, 30)",4,1.0,0.0,0.330078125,0.029096045197740113,,NULL
FITS/RandSample-2000/index-321/DSS--DSS2+IR,321,248.198102,-28.029893,DSS,DSS2+IR,2,"(29, 30)",4,1.0,0.0,0.369140625,0.039265536723163845,,NULL
FITS/RandSample-2000/index-321/WISE+(AllWISE)--w1,321,248.198102,-28.029893,WISE,w1,1,"(22, 22)",7,1.4142135623730951,0.0,0.353515625,0.16691358024691358,,NULL
FITS/RandSample-2000/index-321/2MASS--J,321,248.198102,-28.029893,2MASS,J,1,"(29, 29)",4,2.8284271247461903,0.0,0.287109375,0.02553077129803816,,NULL
FITS/RandSample-2000/index-321/2MASS--H,321,248.198102,-28.029893,2MASS,H,1,"(29, 29)",4,2.8284271247461903,0.0,0.310546875,0.023112066648750335,,NULL
FITS/RandSample-2000/index-322/WISE+(AllWISE)--w3,322,20.942176,9.572352,WISE,w3,0,NULL,NULL,NULL,NULL,0.537109375,0.1494949494949495,0,Image lacks central blob
FITS/RandSample-2000/index-322/WISE+(AllWISE)--w2,322,20.942176,9.572352,WISE,w2,1,"(21, 22)",8,1.0,0.0,0.349609375,0.1111111111111111,,NULL
FITS/RandSample-2000/index-322/DSS--DSS1+Blue,322,20.942176,9.572352,DSS,DSS1+Blue,1,"(30, 29)",5,1.0,0.0,0.416015625,0.04124293785310734,,NULL
FITS/RandSample-2000/index-322/DSS--DSS1+Red,322,20.942176,9.572352,DSS,DSS1+Red,1,"(18, 17)",4,1.0,0.0,0.427734375,0.0473469387755102,,NULL
FITS/RandSample-2000/index-322/DSS--DSS2+Blue,322,20.942176,9.572352,DSS,DSS2+Blue,1,"(29, 29)",5,1.4142135623730951,0.0,0.408203125,0.03045101982189026,,NULL
FITS/RandSample-2000/index-322/2MASS--K,322,20.942176,9.572352,2MASS,K,1,"(29, 29)",4,2.8284271247461903,0.0,0.306640625,0.011287288363343187,,NULL
FITS/RandSample-2000/index-322/WISE+(AllWISE)--w4,322,20.942176,9.572352,WISE,w4,0,NULL,NULL,NULL,NULL,0.732421875,0.6358585858585859,0,Image lacks central blob
FITS/RandSample-2000/index-322/DSS--DSS2+Red,322,20.942176,9.572352,DSS,DSS2+Red,1,"(29, 30)",5,1.0,0.0,0.384765625,0.03135593220338983,,NULL
FITS/RandSample-2000/index-322/DSS--DSS2+IR,322,20.942176,9.572352,DSS,DSS2+IR,1,"(29, 30)",5,1.0,0.0,0.384765625,0.024293785310734464,,NULL
FITS/RandSample-2000/index-322/WISE+(AllWISE)--w1,322,20.942176,9.572352,WISE,w1,1,"(21, 22)",7,1.0,0.0,0.326171875,0.1,,NULL
FITS/RandSample-2000/index-322/2MASS--J,322,20.942176,9.572352,2MASS,J,1,"(29, 29)",4,2.8284271247461903,0.0,0.318359375,0.011018543402311207,,NULL
FITS/RandSample-2000/index-322/2MASS--H,322,20.942176,9.572352,2MASS,H,1,"(29, 29)",4,2.8284271247461903,0.0,0.294921875,0.010212308519215264,,NULL
FITS/RandSample-2000/index-323/WISE+(AllWISE)--w3,323,253.164044,-38.542812,WISE,w3,0,NULL,NULL,NULL,NULL,0.564453125,0.8171487603305785,0,Image lacks central blob
FITS/RandSample-2000/index-323/WISE+(AllWISE)--w2,323,253.164044,-38.542812,WISE,w2,0,NULL,NULL,NULL,NULL,0.439453125,0.36415289256198347,0,Image lacks central blob
FITS/RandSample-2000/index-323/2MASS--K,323,253.164044,-38.542812,2MASS,K,1,"(29, 30)",4,2.23606797749979,0.0,0.310546875,0.06772373018005913,,NULL
FITS/RandSample-2000/index-323/WISE+(AllWISE)--w4,323,253.164044,-38.542812,WISE,w4,0,NULL,NULL,NULL,NULL,0.716796875,0.6513429752066116,0,Image lacks central blob
FITS/RandSample-2000/index-323/DSS--DSS2+Red,323,253.164044,-38.542812,DSS,DSS2+Red,1,"(28, 30)",5,2.0,0.0,0.365234375,0.0655367231638418,,NULL
FITS/RandSample-2000/index-323/DSS--DSS2+IR,323,253.164044,-38.542812,DSS,DSS2+IR,2,"(29, 30)",4,1.0,0.0,0.291015625,0.03954802259887006,,NULL
FITS/RandSample-2000/index-323/WISE+(AllWISE)--w1,323,253.164044,-38.542812,WISE,w1,0,NULL,NULL,NULL,NULL,0.427734375,0.3300619834710744,0,Image lacks central blob
FITS/RandSample-2000/index-323/2MASS--J,323,253.164044,-38.542812,2MASS,J,1,"(29, 30)",4,2.23606797749979,0.0,0.216796875,0.0499865627519484,,NULL
FITS/RandSample-2000/index-323/2MASS--H,323,253.164044,-38.542812,2MASS,H,1,"(29, 30)",4,2.23606797749979,0.0,0.236328125,0.06449879064767536,,NULL
FITS/RandSample-2000/index-324/WISE+(AllWISE)--w3,324,300.568451,15.275328,WISE,w3,0,NULL,NULL,NULL,NULL,0.603515625,0.8577777777777778,0,Image lacks central blob
FITS/RandSample-2000/index-324/WISE+(AllWISE)--w2,324,300.568451,15.275328,WISE,w2,1,"(22, 23)",7,1.0,0.0,0.408203125,0.12641975308641976,,NULL
FITS/RandSample-2000/index-324/DSS--DSS1+Blue,324,300.568451,15.275328,DSS,DSS1+Blue,1,"(29, 31)",7,1.4142135623730951,0.0,0.416015625,0.10282485875706214,,NULL
FITS/RandSample-2000/index-324/DSS--DSS1+Red,324,300.568451,15.275328,DSS,DSS1+Red,1,"(17, 17)",4,1.4142135623730951,0.0,0.384765625,0.09142857142857143,,NULL
FITS/RandSample-2000/index-324/DSS--DSS2+Blue,324,300.568451,15.275328,DSS,DSS2+Blue,1,"(29, 31)",5,1.4142135623730951,0.0,0.408203125,0.04519774011299435,,NULL
FITS/RandSample-2000/index-324/2MASS--K,324,300.568451,15.275328,2MASS,K,1,"(29, 31)",4,2.0,0.0,0.447265625,0.01719967750604676,,NULL
FITS/RandSample-2000/index-324/WISE+(AllWISE)--w4,324,300.568451,15.275328,WISE,w4,0,NULL,NULL,NULL,NULL,0.708984375,0.9550617283950618,0,Image lacks central blob
FITS/RandSample-2000/index-324/DSS--DSS2+Red,324,300.568451,15.275328,DSS,DSS2+Red,1,"(29, 31)",5,1.4142135623730951,0.0,0.376953125,0.031073446327683617,,NULL
FITS/RandSample-2000/index-324/DSS--DSS2+IR,324,300.568451,15.275328,DSS,DSS2+IR,1,"(29, 32)",4,2.23606797749979,0.0,0.373046875,0.026836158192090395,,NULL
FITS/RandSample-2000/index-324/WISE+(AllWISE)--w1,324,300.568451,15.275328,WISE,w1,1,"(22, 23)",7,1.0,0.0,0.380859375,0.11358024691358025,,NULL
FITS/RandSample-2000/index-324/2MASS--J,324,300.568451,15.275328,2MASS,J,1,"(29, 31)",4,2.0,0.0,0.373046875,0.01639344262295082,,NULL
FITS/RandSample-2000/index-324/2MASS--H,324,300.568451,15.275328,2MASS,H,1,"(30, 31)",4,1.0,0.0,0.380859375,0.017737167428110722,,NULL
FITS/RandSample-2000/index-325/WISE+(AllWISE)--w3,325,293.362027,67.242315,WISE,w3,0,NULL,NULL,NULL,NULL,0.470703125,0.16839506172839505,0,Image lacks central blob
FITS/RandSample-2000/index-325/WISE+(AllWISE)--w2,325,293.362027,67.242315,WISE,w2,1,"(22, 22)",8,1.4142135623730951,0.0,0.345703125,0.11604938271604938,,NULL
FITS/RandSample-2000/index-325/DSS--DSS1+Blue,325,293.362027,67.242315,DSS,DSS1+Blue,1,"(28, 30)",7,2.0,0.0,0.431640625,0.046610169491525424,,NULL
FITS/RandSample-2000/index-325/DSS--DSS1+Red,325,293.362027,67.242315,DSS,DSS1+Red,1,"(16, 17)",4,2.23606797749979,0.0,0.431640625,0.04653061224489796,,NULL
FITS/RandSample-2000/index-325/DSS--DSS2+Blue,325,293.362027,67.242315,DSS,DSS2+Blue,1,"(29, 30)",5,1.0,0.0,0.392578125,0.03135593220338983,,NULL
FITS/RandSample-2000/index-325/2MASS--K,325,293.362027,67.242315,2MASS,K,1,"(29, 29)",4,2.8284271247461903,0.0,0.310546875,0.011018543402311207,,NULL
FITS/RandSample-2000/index-325/WISE+(AllWISE)--w4,325,293.362027,67.242315,WISE,w4,0,NULL,NULL,NULL,NULL,0.693359375,0.797037037037037,0,Image lacks central blob
FITS/RandSample-2000/index-325/DSS--DSS2+Red,325,293.362027,67.242315,DSS,DSS2+Red,1,"(29, 30)",5,1.0,0.0,0.396484375,0.03672316384180791,,NULL
FITS/RandSample-2000/index-325/DSS--DSS2+IR,325,293.362027,67.242315,DSS,DSS2+IR,1,"(29, 29)",5,1.4142135623730951,0.0,0.396484375,0.03248587570621469,,NULL
FITS/RandSample-2000/index-325/WISE+(AllWISE)--w1,325,293.362027,67.242315,WISE,w1,1,"(22, 22)",7,1.4142135623730951,0.0,0.337890625,0.09432098765432098,,NULL
FITS/RandSample-2000/index-325/2MASS--J,325,293.362027,67.242315,2MASS,J,1,"(29, 29)",4,2.8284271247461903,0.0,0.291015625,0.011018543402311207,,NULL
FITS/RandSample-2000/index-325/2MASS--H,325,293.362027,67.242315,2MASS,H,1,"(29, 29)",4,2.8284271247461903,0.0,0.291015625,0.011018543402311207,,NULL
FITS/RandSample-2000/index-326/WISE+(AllWISE)--w3,326,294.979046,8.734277,WISE,w3,0,NULL,NULL,NULL,NULL,0.693359375,0.5646464646464646,0,Image lacks central blob
FITS/RandSample-2000/index-326/WISE+(AllWISE)--w2,326,294.979046,8.734277,WISE,w2,0,NULL,NULL,NULL,NULL,0.451171875,0.2202020202020202,0,Image lacks central blob
FITS/RandSample-2000/index-326/DSS--DSS1+Blue,326,294.979046,8.734277,DSS,DSS1+Blue,1,"(29, 30)",5,1.0,0.0,0.376953125,0.09887005649717515,,NULL
FITS/RandSample-2000/index-326/DSS--DSS1+Red,326,294.979046,8.734277,DSS,DSS1+Red,1,"(17, 17)",4,1.4142135623730951,0.0,0.408203125,0.1493877551020408,,NULL
FITS/RandSample-2000/index-326/DSS--DSS2+Blue,326,294.979046,8.734277,DSS,DSS2+Blue,1,"(29, 30)",4,1.0,0.0,0.326171875,0.06807909604519774,,NULL
FITS/RandSample-2000/index-326/2MASS--K,326,294.979046,8.734277,2MASS,K,1,"(29, 30)",4,2.23606797749979,0.0,0.404296875,0.022305831765654396,,NULL
FITS/RandSample-2000/index-326/WISE+(AllWISE)--w4,326,294.979046,8.734277,WISE,w4,0,NULL,NULL,NULL,NULL,0.744140625,0.7222222222222222,0,Image lacks central blob
FITS/RandSample-2000/index-326/DSS--DSS2+Red,326,294.979046,8.734277,DSS,DSS2+Red,1,"(29, 30)",4,1.0,0.0,0.357421875,0.07514124293785311,,NULL
FITS/RandSample-2000/index-326/DSS--DSS2+IR,326,294.979046,8.734277,DSS,DSS2+IR,1,"(29, 30)",4,1.0,0.0,0.345703125,0.05847457627118644,,NULL
FITS/RandSample-2000/index-326/WISE+(AllWISE)--w1,326,294.979046,8.734277,WISE,w1,0,NULL,NULL,NULL,NULL,0.400390625,0.20959595959595959,0,Image lacks central blob
FITS/RandSample-2000/index-326/2MASS--J,326,294.979046,8.734277,2MASS,J,1,"(29, 30)",4,2.23606797749979,0.0,0.302734375,0.029561945713517872,,NULL
FITS/RandSample-2000/index-326/2MASS--H,326,294.979046,8.734277,2MASS,H,1,"(29, 30)",4,2.23606797749979,0.0,0.357421875,0.026068261220102123,,NULL
FITS/RandSample-2000/index-327/WISE+(AllWISE)--w3,327,113.737252,-51.55868,WISE,w3,0,NULL,NULL,NULL,NULL,0.615234375,0.3212121212121212,0,Image lacks central blob
FITS/RandSample-2000/index-327/WISE+(AllWISE)--w2,327,113.737252,-51.55868,WISE,w2,1,"(21, 22)",8,1.0,0.07801418439716312,0.369140625,0.15252525252525254,,NULL
FITS/RandSample-2000/index-327/DSS--DSS2+Blue,327,113.737252,-51.55868,DSS,DSS2+Blue,1,"(16, 16)",4,2.8284271247461903,0.03333333333333333,0.380859375,0.0626984126984127,,NULL
FITS/RandSample-2000/index-327/2MASS--K,327,113.737252,-51.55868,2MASS,K,1,"(29, 29)",4,2.8284271247461903,0.0,0.337890625,0.014512227895726955,,NULL
FITS/RandSample-2000/index-327/WISE+(AllWISE)--w4,327,113.737252,-51.55868,WISE,w4,0,NULL,NULL,NULL,NULL,0.771484375,0.9166666666666666,0,Image lacks central blob
